conf_cases,weekdate,week,year
0,1/1/1986,1,1986
1,1/8/1986,2,1986
1,1/15/1986,3,1986
0,1/22/1986,4,1986
0,1/29/1986,5,1986
0,2/5/1986,6,1986
0,2/12/1986,7,1986
0,2/19/1986,8,1986
0,2/26/1986,9,1986
0,3/5/1986,10,1986
1,3/12/1986,11,1986
0,3/19/1986,12,1986
0,3/26/1986,13,1986
1,4/2/1986,14,1986
0,4/9/1986,15,1986
0,4/16/1986,16,1986
0,4/23/1986,17,1986
0,4/30/1986,18,1986
1,5/7/1986,19,1986
1,5/14/1986,20,1986
0,5/21/1986,21,1986
0,5/28/1986,22,1986
0,6/4/1986,23,1986
0,6/11/1986,24,1986
1,6/18/1986,25,1986
1,6/25/1986,26,1986
3,7/2/1986,27,1986
2,7/9/1986,28,1986
2,7/16/1986,29,1986
1,7/23/1986,30,1986
1,7/30/1986,31,1986
2,8/6/1986,32,1986
1,8/13/1986,33,1986
4,8/20/1986,34,1986
5,8/27/1986,35,1986
11,9/3/1986,36,1986
17,9/10/1986,37,1986
16,9/17/1986,38,1986
8,9/24/1986,39,1986
8,10/1/1986,40,1986
18,10/8/1986,41,1986
12,10/15/1986,42,1986
1,10/22/1986,43,1986
0,10/29/1986,44,1986
0,11/5/1986,45,1986
0,11/12/1986,46,1986
2,11/19/1986,47,1986
2,11/26/1986,48,1986
3,12/3/1986,49,1986
4,12/10/1986,50,1986
1,12/17/1986,51,1986
0,12/24/1986,52,1986
5,1/1/1987,1,1987
7,1/8/1987,2,1987
14,1/15/1987,3,1987
12,1/22/1987,4,1987
3,1/29/1987,5,1987
9,2/5/1987,6,1987
8,2/12/1987,7,1987
3,2/19/1987,8,1987
5,2/26/1987,9,1987
7,3/5/1987,10,1987
2,3/12/1987,11,1987
2,3/19/1987,12,1987
1,3/26/1987,13,1987
7,4/2/1987,14,1987
3,4/9/1987,15,1987
0,4/16/1987,16,1987
0,4/23/1987,17,1987
1,4/30/1987,18,1987
4,5/7/1987,19,1987
1,5/14/1987,20,1987
3,5/21/1987,21,1987
3,5/28/1987,22,1987
3,6/4/1987,23,1987
3,6/11/1987,24,1987
4,6/18/1987,25,1987
6,6/25/1987,26,1987
11,7/2/1987,27,1987
10,7/9/1987,28,1987
8,7/16/1987,29,1987
10,7/23/1987,30,1987
17,7/30/1987,31,1987
13,8/6/1987,32,1987
14,8/13/1987,33,1987
6,8/20/1987,34,1987
10,8/27/1987,35,1987
4,9/3/1987,36,1987
4,9/10/1987,37,1987
3,9/17/1987,38,1987
2,9/24/1987,39,1987
2,10/1/1987,40,1987
2,10/8/1987,41,1987
4,10/15/1987,42,1987
4,10/22/1987,43,1987
2,10/29/1987,44,1987
2,11/5/1987,45,1987
2,11/12/1987,46,1987
1,11/19/1987,47,1987
1,11/26/1987,48,1987
2,12/3/1987,49,1987
1,12/10/1987,50,1987
1,12/17/1987,51,1987
2,12/24/1987,52,1987
2,1/1/1988,1,1988
4,1/8/1988,2,1988
1,1/15/1988,3,1988
3,1/22/1988,4,1988
2,1/29/1988,5,1988
2,2/5/1988,6,1988
2,2/12/1988,7,1988
1,2/19/1988,8,1988
3,2/26/1988,9,1988
2,3/4/1988,10,1988
2,3/11/1988,11,1988
5,3/18/1988,12,1988
3,3/25/1988,13,1988
3,4/1/1988,14,1988
3,4/8/1988,15,1988
4,4/15/1988,16,1988
4,4/22/1988,17,1988
6,4/29/1988,18,1988
14,5/6/1988,19,1988
13,5/13/1988,20,1988
10,5/20/1988,21,1988
9,5/27/1988,22,1988
12,6/3/1988,23,1988
10,6/10/1988,24,1988
4,6/17/1988,25,1988
6,6/24/1988,26,1988
7,7/1/1988,27,1988
6,7/8/1988,28,1988
14,7/15/1988,29,1988
17,7/22/1988,30,1988
15,7/29/1988,31,1988
14,8/5/1988,32,1988
29,8/12/1988,33,1988
18,8/19/1988,34,1988
24,8/26/1988,35,1988
23,9/2/1988,36,1988
73,9/9/1988,37,1988
57,9/16/1988,38,1988
44,9/23/1988,39,1988
60,9/30/1988,40,1988
58,10/7/1988,41,1988
74,10/14/1988,42,1988
63,10/21/1988,43,1988
72,10/28/1988,44,1988
74,11/4/1988,45,1988
74,11/11/1988,46,1988
79,11/18/1988,47,1988
76,11/25/1988,48,1988
64,12/2/1988,49,1988
56,12/9/1988,50,1988
34,12/16/1988,51,1988
27,12/23/1988,52,1988
23,1/1/1989,1,1989
18,1/8/1989,2,1989
18,1/15/1989,3,1989
21,1/22/1989,4,1989
20,1/29/1989,5,1989
12,2/5/1989,6,1989
15,2/12/1989,7,1989
11,2/19/1989,8,1989
11,2/26/1989,9,1989
8,3/5/1989,10,1989
8,3/12/1989,11,1989
3,3/19/1989,12,1989
4,3/26/1989,13,1989
6,4/2/1989,14,1989
6,4/9/1989,15,1989
8,4/16/1989,16,1989
7,4/23/1989,17,1989
8,4/30/1989,18,1989
4,5/7/1989,19,1989
7,5/14/1989,20,1989
6,5/21/1989,21,1989
6,5/28/1989,22,1989
11,6/4/1989,23,1989
9,6/11/1989,24,1989
6,6/18/1989,25,1989
8,6/25/1989,26,1989
14,7/2/1989,27,1989
11,7/9/1989,28,1989
6,7/16/1989,29,1989
6,7/23/1989,30,1989
27,7/30/1989,31,1989
32,8/6/1989,32,1989
44,8/13/1989,33,1989
44,8/20/1989,34,1989
54,8/27/1989,35,1989
71,9/3/1989,36,1989
59,9/10/1989,37,1989
36,9/17/1989,38,1989
60,9/24/1989,39,1989
63,10/1/1989,40,1989
77,10/8/1989,41,1989
116,10/15/1989,42,1989
91,10/22/1989,43,1989
87,10/29/1989,44,1989
79,11/5/1989,45,1989
86,11/12/1989,46,1989
86,11/19/1989,47,1989
105,11/26/1989,48,1989
120,12/3/1989,49,1989
95,12/10/1989,50,1989
59,12/17/1989,51,1989
55,12/24/1989,52,1989
58,1/1/1990,1,1990
45,1/8/1990,2,1990
48,1/15/1990,3,1990
43,1/22/1990,4,1990
36,1/29/1990,5,1990
33,2/5/1990,6,1990
20,2/12/1990,7,1990
15,2/19/1990,8,1990
18,2/26/1990,9,1990
13,3/5/1990,10,1990
19,3/12/1990,11,1990
21,3/19/1990,12,1990
13,3/26/1990,13,1990
19,4/2/1990,14,1990
3,4/9/1990,15,1990
9,4/16/1990,16,1990
1,4/23/1990,17,1990
5,4/30/1990,18,1990
5,5/7/1990,19,1990
5,5/14/1990,20,1990
3,5/21/1990,21,1990
7,5/28/1990,22,1990
2,6/4/1990,23,1990
4,6/11/1990,24,1990
6,6/18/1990,25,1990
12,6/25/1990,26,1990
5,7/2/1990,27,1990
10,7/9/1990,28,1990
5,7/16/1990,29,1990
8,7/23/1990,30,1990
21,7/30/1990,31,1990
41,8/6/1990,32,1990
43,8/13/1990,33,1990
47,8/20/1990,34,1990
46,8/27/1990,35,1990
50,9/3/1990,36,1990
55,9/10/1990,37,1990
69,9/17/1990,38,1990
56,9/24/1990,39,1990
69,10/1/1990,40,1990
70,10/8/1990,41,1990
83,10/15/1990,42,1990
71,10/22/1990,43,1990
91,10/29/1990,44,1990
135,11/5/1990,45,1990
84,11/12/1990,46,1990
91,11/19/1990,47,1990
100,11/26/1990,48,1990
96,12/3/1990,49,1990
64,12/10/1990,50,1990
53,12/17/1990,51,1990
42,12/24/1990,52,1990
34,1/1/1991,1,1991
38,1/8/1991,2,1991
42,1/15/1991,3,1991
34,1/22/1991,4,1991
44,1/29/1991,5,1991
24,2/5/1991,6,1991
21,2/12/1991,7,1991
25,2/19/1991,8,1991
20,2/26/1991,9,1991
22,3/5/1991,10,1991
23,3/12/1991,11,1991
19,3/19/1991,12,1991
21,3/26/1991,13,1991
20,4/2/1991,14,1991
15,4/9/1991,15,1991
26,4/16/1991,16,1991
16,4/23/1991,17,1991
19,4/30/1991,18,1991
15,5/7/1991,19,1991
17,5/14/1991,20,1991
14,5/21/1991,21,1991
17,5/28/1991,22,1991
22,6/4/1991,23,1991
22,6/11/1991,24,1991
16,6/18/1991,25,1991
18,6/25/1991,26,1991
20,7/2/1991,27,1991
18,7/9/1991,28,1991
22,7/16/1991,29,1991
25,7/23/1991,30,1991
34,7/30/1991,31,1991
68,8/6/1991,32,1991
73,8/13/1991,33,1991
86,8/20/1991,34,1991
82,8/27/1991,35,1991
80,9/3/1991,36,1991
80,9/10/1991,37,1991
109,9/17/1991,38,1991
119,9/24/1991,39,1991
172,10/1/1991,40,1991
137,10/8/1991,41,1991
178,10/15/1991,42,1991
164,10/22/1991,43,1991
172,10/29/1991,44,1991
179,11/5/1991,45,1991
160,11/12/1991,46,1991
172,11/19/1991,47,1991
203,11/26/1991,48,1991
183,12/3/1991,49,1991
130,12/10/1991,50,1991
88,12/17/1991,51,1991
80,12/24/1991,52,1991
74,1/1/1992,1,1992
111,1/8/1992,2,1992
106,1/15/1992,3,1992
104,1/22/1992,4,1992
59,1/29/1992,5,1992
55,2/5/1992,6,1992
67,2/12/1992,7,1992
45,2/19/1992,8,1992
48,2/26/1992,9,1992
75,3/4/1992,10,1992
50,3/11/1992,11,1992
43,3/18/1992,12,1992
33,3/25/1992,13,1992
34,4/1/1992,14,1992
35,4/8/1992,15,1992
34,4/15/1992,16,1992
34,4/22/1992,17,1992
36,4/29/1992,18,1992
35,5/6/1992,19,1992
34,5/13/1992,20,1992
33,5/20/1992,21,1992
36,5/27/1992,22,1992
30,6/3/1992,23,1992
42,6/10/1992,24,1992
53,6/17/1992,25,1992
46,6/24/1992,26,1992
58,7/1/1992,27,1992
53,7/8/1992,28,1992
55,7/15/1992,29,1992
66,7/22/1992,30,1992
76,7/29/1992,31,1992
76,8/5/1992,32,1992
61,8/12/1992,33,1992
106,8/19/1992,34,1992
97,8/26/1992,35,1992
98,9/2/1992,36,1992
94,9/9/1992,37,1992
100,9/16/1992,38,1992
86,9/23/1992,39,1992
85,9/30/1992,40,1992
81,10/7/1992,41,1992
108,10/14/1992,42,1992
91,10/21/1992,43,1992
87,10/28/1992,44,1992
107,11/4/1992,45,1992
77,11/11/1992,46,1992
67,11/18/1992,47,1992
95,11/25/1992,48,1992
92,12/2/1992,49,1992
76,12/9/1992,50,1992
79,12/16/1992,51,1992
71,12/23/1992,52,1992
65,1/1/1993,1,1993
67,1/8/1993,2,1993
58,1/15/1993,3,1993
62,1/22/1993,4,1993
66,1/29/1993,5,1993
70,2/5/1993,6,1993
50,2/12/1993,7,1993
31,2/19/1993,8,1993
25,2/26/1993,9,1993
32,3/5/1993,10,1993
31,3/12/1993,11,1993
21,3/19/1993,12,1993
15,3/26/1993,13,1993
15,4/2/1993,14,1993
10,4/9/1993,15,1993
17,4/16/1993,16,1993
16,4/23/1993,17,1993
20,4/30/1993,18,1993
27,5/7/1993,19,1993
14,5/14/1993,20,1993
15,5/21/1993,21,1993
28,5/28/1993,22,1993
36,6/4/1993,23,1993
15,6/11/1993,24,1993
25,6/18/1993,25,1993
22,6/25/1993,26,1993
35,7/2/1993,27,1993
29,7/9/1993,28,1993
30,7/16/1993,29,1993
40,7/23/1993,30,1993
37,7/30/1993,31,1993
26,8/6/1993,32,1993
39,8/13/1993,33,1993
40,8/20/1993,34,1993
23,8/27/1993,35,1993
40,9/3/1993,36,1993
44,9/10/1993,37,1993
38,9/17/1993,38,1993
35,9/24/1993,39,1993
49,10/1/1993,40,1993
44,10/8/1993,41,1993
57,10/15/1993,42,1993
69,10/22/1993,43,1993
75,10/29/1993,44,1993
76,11/5/1993,45,1993
79,11/12/1993,46,1993
59,11/19/1993,47,1993
49,11/26/1993,48,1993
64,12/3/1993,49,1993
39,12/10/1993,50,1993
53,12/17/1993,51,1993
44,12/24/1993,52,1993
32,1/1/1994,1,1994
47,1/8/1994,2,1994
39,1/15/1994,3,1994
51,1/22/1994,4,1994
51,1/29/1994,5,1994
48,2/5/1994,6,1994
34,2/12/1994,7,1994
41,2/19/1994,8,1994
45,2/26/1994,9,1994
37,3/5/1994,10,1994
34,3/12/1994,11,1994
33,3/19/1994,12,1994
21,3/26/1994,13,1994
32,4/2/1994,14,1994
23,4/9/1994,15,1994
22,4/16/1994,16,1994
20,4/23/1994,17,1994
22,4/30/1994,18,1994
26,5/7/1994,19,1994
13,5/14/1994,20,1994
35,5/21/1994,21,1994
50,5/28/1994,22,1994
49,6/4/1994,23,1994
56,6/11/1994,24,1994
61,6/18/1994,25,1994
102,6/25/1994,26,1994
132,7/2/1994,27,1994
109,7/9/1994,28,1994
107,7/16/1994,29,1994
124,7/23/1994,30,1994
165,7/30/1994,31,1994
139,8/6/1994,32,1994
133,8/13/1994,33,1994
170,8/20/1994,34,1994
144,8/27/1994,35,1994
197,9/3/1994,36,1994
142,9/10/1994,37,1994
187,9/17/1994,38,1994
208,9/24/1994,39,1994
214,10/1/1994,40,1994
252,10/8/1994,41,1994
292,10/15/1994,42,1994
222,10/22/1994,43,1994
169,10/29/1994,44,1994
165,11/5/1994,45,1994
141,11/12/1994,46,1994
214,11/19/1994,47,1994
202,11/26/1994,48,1994
184,12/3/1994,49,1994
150,12/10/1994,50,1994
115,12/17/1994,51,1994
111,12/24/1994,52,1994
115,1/1/1995,1,1995
95,1/8/1995,2,1995
98,1/15/1995,3,1995
92,1/22/1995,4,1995
56,1/29/1995,5,1995
57,2/5/1995,6,1995
39,2/12/1995,7,1995
31,2/19/1995,8,1995
21,2/26/1995,9,1995
35,3/5/1995,10,1995
13,3/12/1995,11,1995
27,3/19/1995,12,1995
23,3/26/1995,13,1995
20,4/2/1995,14,1995
21,4/9/1995,15,1995
10,4/16/1995,16,1995
8,4/23/1995,17,1995
10,4/30/1995,18,1995
10,5/7/1995,19,1995
9,5/14/1995,20,1995
13,5/21/1995,21,1995
13,5/28/1995,22,1995
28,6/4/1995,23,1995
21,6/11/1995,24,1995
38,6/18/1995,25,1995
45,6/25/1995,26,1995
30,7/2/1995,27,1995
27,7/9/1995,28,1995
32,7/16/1995,29,1995
30,7/23/1995,30,1995
52,7/30/1995,31,1995
59,8/6/1995,32,1995
57,8/13/1995,33,1995
47,8/20/1995,34,1995
37,8/27/1995,35,1995
43,9/3/1995,36,1995
62,9/10/1995,37,1995
56,9/17/1995,38,1995
47,9/24/1995,39,1995
57,10/1/1995,40,1995
48,10/8/1995,41,1995
53,10/15/1995,42,1995
63,10/22/1995,43,1995
68,10/29/1995,44,1995
58,11/5/1995,45,1995
43,11/12/1995,46,1995
50,11/19/1995,47,1995
38,11/26/1995,48,1995
33,12/3/1995,49,1995
27,12/10/1995,50,1995
26,12/17/1995,51,1995
27,12/24/1995,52,1995
34,1/1/1996,1,1996
25,1/8/1996,2,1996
40,1/15/1996,3,1996
26,1/22/1996,4,1996
35,1/29/1996,5,1996
34,2/5/1996,6,1996
24,2/12/1996,7,1996
21,2/19/1996,8,1996
26,2/26/1996,9,1996
24,3/4/1996,10,1996
19,3/11/1996,11,1996
12,3/18/1996,12,1996
20,3/25/1996,13,1996
11,4/1/1996,14,1996
17,4/8/1996,15,1996
15,4/15/1996,16,1996
10,4/22/1996,17,1996
8,4/29/1996,18,1996
9,5/6/1996,19,1996
6,5/13/1996,20,1996
4,5/20/1996,21,1996
13,5/27/1996,22,1996
2,6/3/1996,23,1996
8,6/10/1996,24,1996
9,6/17/1996,25,1996
14,6/24/1996,26,1996
19,7/1/1996,27,1996
22,7/8/1996,28,1996
20,7/15/1996,29,1996
30,7/22/1996,30,1996
36,7/29/1996,31,1996
34,8/5/1996,32,1996
50,8/12/1996,33,1996
56,8/19/1996,34,1996
53,8/26/1996,35,1996
41,9/2/1996,36,1996
56,9/9/1996,37,1996
68,9/16/1996,38,1996
64,9/23/1996,39,1996
56,9/30/1996,40,1996
66,10/7/1996,41,1996
60,10/14/1996,42,1996
61,10/21/1996,43,1996
90,10/28/1996,44,1996
77,11/4/1996,45,1996
69,11/11/1996,46,1996
72,11/18/1996,47,1996
76,11/25/1996,48,1996
50,12/2/1996,49,1996
68,12/9/1996,50,1996
60,12/16/1996,51,1996
50,12/23/1996,52,1996
40,1/1/1997,1,1997
45,1/8/1997,2,1997
59,1/15/1997,3,1997
35,1/22/1997,4,1997
46,1/29/1997,5,1997
30,2/5/1997,6,1997
28,2/12/1997,7,1997
29,2/19/1997,8,1997
28,2/26/1997,9,1997
23,3/5/1997,10,1997
16,3/12/1997,11,1997
13,3/19/1997,12,1997
16,3/26/1997,13,1997
14,4/2/1997,14,1997
12,4/9/1997,15,1997
22,4/16/1997,16,1997
16,4/23/1997,17,1997
11,4/30/1997,18,1997
13,5/7/1997,19,1997
15,5/14/1997,20,1997
6,5/21/1997,21,1997
10,5/28/1997,22,1997
16,6/4/1997,23,1997
10,6/11/1997,24,1997
12,6/18/1997,25,1997
16,6/25/1997,26,1997
15,7/2/1997,27,1997
16,7/9/1997,28,1997
15,7/16/1997,29,1997
10,7/23/1997,30,1997
37,7/30/1997,31,1997
30,8/6/1997,32,1997
32,8/13/1997,33,1997
53,8/20/1997,34,1997
60,8/27/1997,35,1997
93,9/3/1997,36,1997
80,9/10/1997,37,1997
64,9/17/1997,38,1997
63,9/24/1997,39,1997
64,10/1/1997,40,1997
88,10/8/1997,41,1997
87,10/15/1997,42,1997
127,10/22/1997,43,1997
135,10/29/1997,44,1997
103,11/5/1997,45,1997
75,11/12/1997,46,1997
71,11/19/1997,47,1997
77,11/26/1997,48,1997
84,12/3/1997,49,1997
100,12/10/1997,50,1997
92,12/17/1997,51,1997
92,12/24/1997,52,1997
93,1/1/1998,1,1998
94,1/8/1998,2,1998
97,1/15/1998,3,1998
79,1/22/1998,4,1998
100,1/29/1998,5,1998
117,2/5/1998,6,1998
124,2/12/1998,7,1998
99,2/19/1998,8,1998
81,2/26/1998,9,1998
106,3/5/1998,10,1998
71,3/12/1998,11,1998
76,3/19/1998,12,1998
67,3/26/1998,13,1998
64,4/2/1998,14,1998
64,4/9/1998,15,1998
50,4/16/1998,16,1998
67,4/23/1998,17,1998
68,4/30/1998,18,1998
66,5/7/1998,19,1998
71,5/14/1998,20,1998
75,5/21/1998,21,1998
83,5/28/1998,22,1998
97,6/4/1998,23,1998
118,6/11/1998,24,1998
131,6/18/1998,25,1998
153,6/25/1998,26,1998
188,7/2/1998,27,1998
192,7/9/1998,28,1998
177,7/16/1998,29,1998
233,7/23/1998,30,1998
283,7/30/1998,31,1998
236,8/6/1998,32,1998
212,8/13/1998,33,1998
161,8/20/1998,34,1998
149,8/27/1998,35,1998
97,9/3/1998,36,1998
39,9/10/1998,37,1998
46,9/17/1998,38,1998
65,9/24/1998,39,1998
80,10/1/1998,40,1998
